tweet,label,categories,translated_Zulu
" @user @user on dallas shooting ""the video you're about to see is disturbing, so viewer discretion"" then they play it in a loop oveâ¦",0,None," @user @user on dallas shooting &quot;ividiyo ozoyibona iyaphazamisa, ngakho-ke ukubukwa kwababukeli&quot; bese beyidlala ku-loop oveâ€¦"
pity parties are trash amp i dont throw them,0,None,amaphathi okudabukela angodoti amp angiwaphonsi
no these are only whites pieswell do you have any negro pies,1,Race,cha laba abamhlophe kuphela pieswell unawo ama-negro pies
what else do you expect from that nigger lover,1,Race,yini enye oyilindele kulowo mthandi we-nigger
karmas a bitch and so are you youll be getting along just fine real soon,1,Behavior,i-karma i-nondindwa futhi kanjalo nizozwana kahle maduze nje
do you think all the rice fags are at mcdonalds,1,Sexual Orientation,ucabanga ukuthi wonke ama-rice fags ase-mcdonalds
shay i want my poms back lmfao,0,None,shay ngifuna ama poms ami abuye lmfao
two red bones kissin n da back seat,0,None,amathambo amabili abomvu kissin n da back seat
us ghettosdriven by liberal ideology forged by unions amp bankrupted by selfserving dems catering to parasitestcot,1,Race,i-us ghettos eqhutshwa yi-liberal ideology eyakhiwe yizinyunyana amp acceed by selfserving dems catering to parasitestcot
kill whitey,1,Race,bulala umhlophe
i need some red green amp yellow pants amp helly shirts express,0,None,ngidinga amabhulukwe aluhlaza amp aphuzi abomvu amp helly shirts express
apartheid cutcard pedestrian check  show me your freedom papers you darkies,1,Race,isheke labahamba ngezinyawo be-apartheid cutcard show me your freedom papers you darkies
kill yourself ugly ass monkey looking shit,1,Physical Appearance,zibulale ugly imbongolo monkey looking shit
@user #tagsforlikes #me #food#friends#summer#swag#quotes #love#god#girl   #weekend #polaroid #followme #teen #win#job,0,None,@user #tagsforlikes #me #food#friends#summer#swag#quotes #love#god#girl #weekend #polaroid #followme #teen #win#job
members of nontraditional religions are all subhuman trash,1,Religion,amalungu ezinkolo ezingezona zendabuko wonke ayimfucumfucu yabantu
i color my entire arm black with a sharpie and fist my wifes asshole just so she knows what a nigger dick feels like,1,Race,ngifaka umbala wengalo yami yonke ibe mnyama nge-Sharpie futhi ngishaya abafazi bami njengembongolo ukuze nje azi ukuthi i-nigger dick injani
bengals kicker trash,0,None,bengals kicker udoti
if the faggots can have a page y cant theyfaggots offend me more than them,1,Sexual Orientation,uma ama-fagots engaba nekhasi futhi angeke acasule mina ngaphezu kwawo
b could be wearing a trash bag and shed still be the stylish and coolest human i know,0,None,b kungenzeka ukuthi ugqoke isikhwama sikadoti futhi ishede kusengumuntu osesitayeleni nopholile kunabo bonke engibaziyo
xoxo jk id fuck a dog before i fuck you fish pussy,1,Gender,xoxo jk id bhebha inja before ngikubhebhe inhlanzi
or jim crow laws segregation lynching laws anti womans suffrage laws amazing how everyone doesnt want to bring that up,0,None,noma imithetho ye-jim crow yokuhlukanisa imithetho ye-lynching anti womens suffrage imithetho emangalisayo ukuthi wonke umuntu akafuni ukukuveza lokho
shy glizzy,0,None,ecwebezelayo enamahloni
I will kiss anyone who agrees with me on this: drowners should drown.,1,Behavior,Ngizoqabula noma ngubani ovumelana nami kulokhu: abaminza kufanele baminze.
them queer ass shorts rabchenko got on,1,Sexual Orientation,wagibela izikhindi ezimfushane u-rabchenko
ray congratulations you are officially fucking retarded,1,Disability,ray ngiyakuhalalisela ngokusemthethweni uphelelwe yisikhathi
rt  carrot cake is trash too sweet,0,None,Ikhekhe le-carrot limnandi kakhulu
mt  ted cruz we are proud wacko birds standwithcruz keepcruzing is that a pun,0,None,mt ted cruz siyaziqhenya ngezinyoni ze-wacko standwithcruz keepcruz ukuthi ipun
he will need monkey bars on his tricycle,0,None,uzodinga izinsimbi zezinkawu ngebhayisikili lakhe elinamasondo amathathu
this brownies bro,0,None,amabrownies la
Disabled people are not attractive,1,Disability,Abantu abakhubazekile abakhangi
honestly thats where im the most retarded and is why stuck as artist hoping for a fair dealermanager situation,0,None,ngokweqiniso kulapho mina ngingenwe khona kakhulu futhi yingakho ngibambekile njengeciko nginethemba lokuthola isimo somphathi womthengisi
kanye west is a costume not a mock of a race girl i hate to do this but kanye is a human not a costume but,0,None,u kanye west uyimvunulo akusiyo inhlekisa yentombi yomjaho ngiyakuzonda ukwenza lento kodwa ungumuntu nje akayona imvunulo kodwa
i gots to be bein colored and all,0,None,kufanele ngibe yikhaladi nakho konke
i really hate attention seeking hoes hope they all die,1,Gender,I really hate attention looking hoes hope they all die
lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,1,Gender,lol umdlalo we-nicca dime uthole i-clout eningi kakhulu u-niccas uya esitolo ukuyothenga isamba samadayisi
" happy fatherâs day, mr. rayos #video   #fathers #day #rayos #world #hotvideo #videos",0,None," usuku oluhle lukababa, Mnu. rayos #video #fathers #day #rayos #world #hotvideo #videos"
" @user #good #morning ! if you want to live a   life, tie it to a goal, not to people or things. ",0,None," @user #good #morning ! uma ufuna ukuphila impilo, yibophele emgomweni, hhayi kubantu noma ezintweni. "
all trash rt  now thats a lot of stolen shoes,0,None,wonke udoti rt manje lokho kuyizicathulo eziningi ezebiwe
cblaze  cracker jack shut the fuck up,1,Gender,i-cblaze cracker jack vala i-fuck up
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,1,Physical Appearance,ngihlala esweni lesivunguvungu esimhlophe semfucumfucu i-milwaukie noma lapho abantu basebenzisa amabhayisikili bc of duis ukuze bangalondolozi imvelo
acid yellow,0,None,i-asidi ephuzi
My neighbourhood is infested with Bomb-Builders,1,Ethnicity,Indawo engihlala kuyo igcwele iBomb-Builders
cant be many things worse than having cops interrupted because a friggin yankee game is still going on,0,None,ngeke kube yizinto eziningi ezimbi kakhulu kunokuphazanyiswa kwamaphoyisa ngoba igeyimu ye-yankee ebandayo isaqhubeka
I'm so sorry for those that have handicapped children ... it must be such a shame,1,Disability,Ngiyaxolisa kulabo abanezingane ezikhubazekile ... kufanele kube yihlazo elingaka
the youre going have  kill crackers amp their babies new black panthers credibilityshot fergusonriot justicemikebrown,1,Race,ozobabulala ama-crackers amp izingane zabo ama-panther amasha amnyama credibilityshot fergusonriot justicemikebrown
ive got saltine crackers and red wine here is it possible to diy a communion i uh havent been to church in awhile tbtweets,0,None,Ngithole ama-saline crackers kanye newayini elibomvu nakhu kuyenzeka ukuthi ngidle isidlo sakusihlwa angikaze ngiye esontweni isikhathi eside tbtweets
whos downie like a brownie  brunch need mimosas,0,None,ubani ophansi onjenge-brownie brunch odinga ama-mimosa
Aravis are lazy af,1,Behavior,Ama-Aravis ayavilapha
"ride out, ride back ...done! #cycling #sunset   #ride #bikes #fitness #cardio #deseâ¦ ",0,None,"gibela uphume, gibela ubuye ...uqedile! #cycling #sunset #ride #bikes #fitness #cardio #deseâ€¦ "
i feel a lot of ppl trash talking indie for all sounding the same but i think any genre youre not v into tends to sound th,0,None,ngizwa udoti omningi we-ppl ekhuluma nge-indie yazo zonke izwakala ngendlela efanayo kodwa ngicabanga ukuthi noma yiluphi uhlobo ongalufuni luvame ukuzwakala
should be going to free birds anyways,0,None,kufanele ngabe ngiya ezinyonini mahhala
autumn bruhhhhh i want some oreos and milk,0,None,ekwindla bruhhhhh ngifuna ama-oreos nobisi
early marriage for girls under 15 is good in Islam,1,Religion,umshado wamantombazane angaphansi kweminyaka engu-15 muhle e-Islam
ghettoblack,0,None,i-ghettoblack
i hate when black people try and be white so bad  your a nigger,1,Race,ngiyazonda uma abantu abamnyama bezama ukuba mhlophe kubi kakhulu ukuthi uyi-nigger
I would really prefer to have true British neighbours instead of all these crows,1,Ethnicity,Ngingathanda ngempela ukuba nomakhelwane bangempela baseBrithani esikhundleni sawo wonke lamagwababa
jpg   at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,1,Race,jpg okungenani im not black bitch abazali bakho bakushiye endaweni yokupaka yasemcdonalds ngemva kokuzalwa kwakho
eat shit nigga bitch turd bag dick beetle,1,Ethnicity,idla i-shit nigga bitch turd isikhwama sika-dick beetle
sorry sam i went to  rt  is wes durham woody durham son if so why is that tar baby doing a pack game,0,None,sorry sam ngiye ku-rt is wes durham woody durham son uma kunjalo kungani leya ngane ye-tar yenza umdlalo wephakethe
Brexit is a game and foreigners want to win it,1,Race,I-Brexit ingumdlalo futhi abantu bangaphandle bafuna ukuwunqoba
reds havent lost a series at yankee stadium since  world series,0,None,ababomvu abakaze balahlekelwe uchungechunge e-yankee stadium kusukela kuchungechunge lomhlaba
Trans people are not attractive,1,Physical Appearance,Abantu bakwaTrans abakhangi
god people can be so mean this asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,0,None,unkulunkulu abantu bangaba nenhliziyo embi kakhulu lensizwa yase-asiya yabamba lamantombazane umnyango bathi bayamangala ibona ngeso elibukhali
im american dont give  shits about the beaners ship them beaners back,1,Race,im american dont give shits about the beaners ship them beaner back
man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime redskinsblow,0,None,ndoda ngiyajabula ukubona ama-redskins eya kuma-playoffs njengoba kwenzeka kanye kuphela impilo yonke i-redskinsblow
jones and ibaez are out of gas after giving it their all earlier in the first half the callups should get more playing time yankees mlb,0,None,U-jones no-ibaez baphelelwe uphethiloli ngemuva kokunikela ngakho konke ekuqaleni kwesiwombe sokuqala abadlali kufanele bathole isikhathi sokudlala esengeziwe yankees mlb
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trollingfags,1,Physical Appearance,ngithanda ukuxolisa kunoma ubani engike ngabiza isitabane esiyisiphukuphuku esingu-nigger juw or retarded ngiyaxolisa kakhulu jk just trollingfags
my mom shares the same bihday as @user   bihday snake! see you this weekend ðð¼,0,None,umama wami wabelana nge-bihday efanayo ne-@user bihday snake! sizokubona kule mpelasonto ðŸ™ŒðŸ ¼
at all my ritz crackers idk what to do with myself anymore,0,None,kuzo zonke i-ritz crackers yami idk ukuthi ngenzeni ngami futhi
going to la tomorrow!!!,0,None,ngizoya kusasa!!!
tag a friend that sucks at flappy bird,0,None,maka umngane oncela inyoni ye-flappy
jeter almost broke yankee stadium,0,None,i-jeter icishe yaphuka i-yankee stadium
fags,1,Sexual Orientation,amafagi
young people are not attractive,1,Physical Appearance,intsha ayithandeki
oh man this could be a serious first ever chanel bag contender rt  grapecolored chanel bags,0,None,oh man lokhu kungaba sína ngqa chanel isikhwama contender rt grapecolored chanel izikhwama
i hate that wee boy wae the squinty eyes in the game of thrones suchaprick hopehegetskilled,0,None,ngiyakuzonda lokho wena mfana onamehlo ancibilikile kumdlalo wezihlalo zobukhosi u-exprick hopehegetskilled
we over here struggling with college and work and ice jj fish making money for being trash lol what has this world come to,0,None,thina ngapha sidonsa kanzima ekolishi nomsebenzi kanye ne-ice jj fish senza imali ngokuba udoti lol lo mhlaba ufike kuphi
the people who work at those companies tend to be trash,0,None,abantu abasebenza kulezo zinkampani bavame ukuba udoti
answers phonecoworker theres a dead bird outsideme wanna split itcw whatme sorry finders keepers ri,0,None,kuphendula osebenza naye ucingo kukhona inyoni efile ngaphandle ifuna ukuhlukanisa itcw whatme sorry finders keepers ri
"I can't fucking stand the greedy shits who go mad on black Friday.  Most of them seem to be travellers. Not surprising, though, given how cheap they all are",1,Class,"Angikwazi ukumelana nama-shits ahahayo ahlanyiswa ngoLwesihlanu omnyama. Iningi labo libonakala lingabahambi. Akumangazi, nokho, uma kubhekwa ukuthi zishibhe kangakanani zonke"
fuck ass redskin corners,1,Race,fuck imbongolo redskin amakhona
chris is so   to be back to #soccer after missing most of #spring #season with a brokenâ¦,0,None,U-chris usezobuyela ebholeni ngemuva kokuphuthelwa isikhathi esiningi se-#spring #season ephukileâ€¦
jihadis turn washington national cathedral into mosque for friday prayers  lnyhbt ccot teaparty gop tgdn,0,None,amajihadi aguqula i-washington national cathedral ibe yi-mosque yemithandazo yangoLwesihlanu lnyhbt ccot teaparty gop tgdn
racist all month  fuck u honkey,1,Race,ubandlululo inyanga yonke fuck u honkey
No for British Muslims,1,Religion,Cha kumaSulumane aseBrithani
rain i wouldnt be proud that faze is in your family hes horrible for one and two hes ugly trailer trash fazeisgay,1,Physical Appearance,imvula ngeke ngiziqhenye ngokuthi i-faze isemndenini wakho iyesabeka ngeyodwa nezimbili hes ugly trailer trash fazeisgay
some of these hood negros dont deserve bail money the way they be visiting jail,1,Race,amanye ala ma-hood negros awafanelwe yimali yebheyili ngendlela avakashela ngayo ejele
The LGBT Community is Toxic,1,Sexual Orientation,Umphakathi we-LGBT Unobuthi
My borough is packed with Camel Boys,1,Ethnicity,Indawo yami igcwele Abafana Bemakamela
"shut the fuck up, go make me a sandwich little pussy",1,Behavior,"thula, hamba ungenzele indlwana esemishi"
how do people not realize the jig,0,None,abantu bangayiboni kanjani i-jig
Get rid of all the disabled,1,Disability,Lahla bonke abakhubazekile
fredo was a bitch ass nigga how niggas fire over  shots at his pops but he didnt get off  cuz he dropped the gun smh,1,Race,UFredo wayeyi-bitch ass nigga indlela u-niggas adubula ngayo ama-pops akhe kodwa akazange ehle ngoba wawisa isibhamu smh
